Food_id,Food,Quantity,Measure,weight,unit,prep,GI,Water,Water (DV),Energy,Energy (DV),"Protein
(8g x body 
weight)",Protein (DV),"Total lipid 
(fat)",Total lipid (DV),Carbs,Carbs (DV),Fiber,Fiber (DV),"Sugars, 
total",Sugar (DV),Boron,Boron (DV),Calcium,Calcium (DV),Chloride,Chloride (DV),Chromium,Chromium (DV),Copper,Copper (DV),Fluoride,Fluoride (DV),Iodine,Iodine (DV),Iron,Iron (DV),Magnesium,Magnesium (DV),Manganese,Manganese (DV),Molybdenum,Molybdenum (DV),"Phosphorus, P",Phosphorus (DV),"Potassium, K",Potassium (DV),Selenium,Selenium (DV),Sodium,Sodium (DV),Zinc,Zinc (DV),Thiamin-B1,Thiamin-1 (DV),Riboflavin-B2,Riboflavin (DV),Niacin-B3,Niacin -B3 (DV),B-6,B-6 (DV),B-12,B12 (DV),Biotin-B7,Biotin-B7 (DV),Choline,"Choline
 (DV)","Folate, 
(B9)",Folate (DV),Pantothenic,"Pantothenic
 (DV)",Vitamin-C,Vitamin-C (DV),"Vitamin-A, 
RAE",Vitamin-A (DV),"Vitamin-D
 (IU)",Vitamin-D (DV),"Vitamin E 
(ATEl)",Vitamin E ATE-(DV),"Fatty acids, 
total saturated",Fatty saturated (DV),"Fatty acids, 
total mono","Fatty acids, 
total mono (DV)","Fatty acids, 
total poly","Fatty acids, 
total poly (DV)","Fatty acids, 
total trans","Fatty acids (DV)
total trans",Cholesterol,"Cholesterol 
(DV)",omega-3,"omega-3
(DV)",omega-6,"omega-6 
(DV)",Alanine,Arginine,Aspartic Acid,Cystenine,Glutamic Acid,Glycine,Histidine,Isoleucine,Leucine,Lysine,Methionine,Phenylalanine,Proline,Serine,Threonine,Tryptophan,Tyrosine,Valine
212,Pear_p5_medium,0.5,medium,89,grams,fresh,low,72.725,0.0363625,50.73,0.025365,0.32,0.005714286,0.125,0.00154321,13.555,0.045183333,2.76,0.1104,8.675,0.1735,325.435,0.108478333,8,0.008,0.89,0.000445,0,0,0.075,0.083333333,0,0,0,0,0.15,0.008333333,6.23,0.015575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Cantaloupe_1_cup,1,cup,160,grams,fresh,medium,144.24,0.07212,54.4,0.0272,1.34,0.023928571,0.3,0.003703704,13,0.043333333,1.34,0.0536,11.7,0.234,194,0.064666667,14.4,0.0144,70.4,0.0352,0,0,0.07,0.077777778,0,0,6.4,0.042666667,0.34,0.018888889,19.2,0.048,0.07,0.035,0,0,24,0.034285714,427.2,0.122057143,0.64,0.011636364,25.6,0.017066667,0.3,0.027272727,0.07,0.058333333,0.03,0.023076923,1.17,0.073125,0.12,0.070588235,0,0,0,0,12.16,0.028611765,33.6,0.084,0.17,0.034,58.7,0.782666667,270.5,0.300555556,0,0,0.08,0.005333333,0.08,0.003636364,0,0,0.13,0.007647059,0,0,0,0,0.07,0.029166667,0.06,0.008333333,0.15,0.05,0.22,0,0.33,0.04,0.02,0.03,0.05,0.05,0.02,0.04,0.03,0.07,0.03,0,0.02,0.05
214,Cantaloupe_p5_cup,0.5,cup,80,grams,fresh,medium,72.12,0.03606,27.2,0.0136,0.67,0.011964286,0.15,0.001851852,6.5,0.021666667,0.67,0.0268,5.85,0.117,97,0.032333333,7.2,0.0072,35.2,0.0176,0,0,0.035,0.038888889,0,0,3.2,0.021333333,0.17,0.009444444,9.6,0.024,0.035,0.0175,0,0,12,0.017142857,213.6,0.061028571,0.32,0.005818182,12.8,0.008533333,0.15,0.013636364,0.035,0.029166667,0.015,0.011538462,0.585,0.0365625,0.06,0.035294118,0,0,0,0,6.08,0.014305882,16.8,0.042,0.085,0.017,29.35,0.391333333,135.25,0.150277778,0,0,0.04,0.002666667,0.04,0.001818182,0,0,0.065,0.003823529,0,0,0,0,0.035,0.014583333,0.03,0.004166667,0.075,0.025,0.11,0,0.165,0.02,0.01,0.015,0.025,0.025,0.01,0.02,0.015,0.035,0.015,0,0.01,0.025
215,Watermelon_1_cup,1,cup,152,grams,fresh,medium,139,0.0695,45.6,0.0228,0.93,0.016607143,0.23,0.002839506,11.48,0.038266667,0.61,0.0244,9.42,0.1884,142.5,0.0475,10.64,0.01064,0,0,0,0,0.06,0.066666667,0,0,0,0,0.36,0.02,15.2,0.038,0.06,0.03,0,0,16.72,0.023885714,170.24,0.04864,0.61,0.011090909,1.52,0.001013333,0.15,0.013636364,0.05,0.041666667,0.03,0.023076923,0.45,0.028125,0.07,0.041176471,0,0,1.52,0.050666667,6.23,0.014658824,4.56,0.0114,0.34,0.068,12.31,0.164133333,43.24,0.048044444,0,0,0.08,0.005333333,0.02,0.000909091,0.06,0.003529412,0.08,0.004705882,0,0,0,0,0,0,0.08,0.011111111,0.03,0.09,0.06,0,0.1,0.02,0.01,0.03,0.03,0.09,0.01,0.02,0.04,0.02,0.04,0.01,0.02,0.02
216,Pineapple_1_cup,1,cup,165,grams,fresh,medium,141.9,0.07095,82.5,0.04125,0.89,0.015892857,0.2,0.002469136,21.65,0.072166667,2.31,0.0924,16.25,0.325,0,0,21.45,0.02145,0,0,0,0,0.18,0.2,0,0,0,0,0.48,0.026666667,19.8,0.0495,1.53,0.765,0,0,13.2,0.018857143,179.85,0.051385714,0.16,0.002909091,1.65,0.0011,0.2,0.018181818,0.13,0.108333333,0.05,0.038461538,0.82,0.05125,0.18,0.105882353,0,0,0.5,0.016666667,9.07,0.021341176,29.7,0.07425,0.35,0.07,78.87,1.0516,4.78,0.005311111,0,0,0.03,0.002,0.01,0.000454545,6.35,0.373529412,0.07,0.004117647,0,0,0,0,0.03,0.0125,0.04,0.005555556,0.05,0.03,0.2,0.02,0.13,0.04,0.02,0.03,0.04,0.04,0.02,0.03,0.03,0.06,0.03,0.01,0.03,0.04
217,Pineapple_p25_cup,0.25,cup,41.25,grams,fresh,medium,35.475,0.0177375,20.625,0.0103125,0.2225,0.003973214,0.05,0.000617284,5.4125,0.018041667,0.5775,0.0231,4.0625,0.08125,0,0,5.3625,0.0053625,0,0,0,0,0.045,0.05,0,0,0,0,0.12,0.006666667,4.95,0.012375,0.3825,0.19125,0,0,3.3,0.004714286,44.9625,0.012846429,0.04,0.000727273,0.4125,0.000275,0.05,0.004545455,0.0325,0.027083333,0.0125,0.009615385,0.205,0.0128125,0.045,0.026470588,0,0,0.125,0.004166667,2.2675,0.005335294,7.425,0.0185625,0.0875,0.0175,19.7175,0.2629,1.195,0.001327778,0,0,0.0075,0.0005,0.0025,0.000113636,1.5875,0.093382353,0.0175,0.001029412,0,0,0,0,0.0075,0.003125,0.01,0.001388889,0.0125,0.0075,0.05,0.005,0.0325,0.01,0.005,0.0075,0.01,0.01,0.005,0.0075,0.0075,0.015,0.0075,0.0025,0.0075,0.01
218,Plum_1_medium,1,medium,66,grams,fresh,low,57.5,0.02875,30.4,0.0152,0.46,0.008214286,0.18,0.002222222,7.54,0.025133333,0.92,0.0368,6.5,0.13,278,0.092666667,4,0.004,0,0,0,0,0.04,0.044444444,0,0,0,0,0.11,0.006111111,4.62,0.01155,0.03,0.015,0,0,10.5,0.015,103.6,0.0296,0,0,0,0,0.07,0.006363636,0.02,0.016666667,0.02,0.015384615,0.3,0.01875,0.02,0.011764706,0,0,0,0,1.25,0.002941176,3.3,0.00825,0.09,0.018,6.3,0.084,11.4,0.012666667,0,0,0.17,0.011333333,0.01,0.000454545,0.09,0.005294118,0.03,0.001764706,0,0,0,0,0,0,0.03,0.004166667,0.02,0.01,0.23,0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01
219,Figs_1_medium,1,medium,50,grams,fresh,medium,40,0.02,37,0.0185,0.4,0.007142857,0.15,0.001851852,9.6,0.032,1.45,0.058,8.13,0.1626,0,0,17.5,0.0175,9,0.0045,0,0,0.03,0.033333333,0,0,0,0,0.2,0.011111111,8.5,0.02125,0.06,0.03,0,0,7,0.01,116,0.033142857,0.1,0.001818182,0.5,0.000333333,0.07,0.006363636,0.03,0.025,0.02,0.015384615,0.2,0.0125,0.06,0.035294118,0,0,0,0,2.35,0.005529412,3,0.0075,0.15,0.03,1,0.013333333,3.55,0.003944444,0,0,0.06,0.004,0.03,0.001363636,0.03,0.001764706,0.07,0.004117647,0,0,0,0,0,0,0.07,0.009722222,0.02,0.01,0.09,0.01,0.04,0.01,0.01,0.01,0.02,0.01,0,0.01,0.02,0.02,0.01,0,0.02,0.01
220,Apricot_1_medium,1,medium,35,grams,fresh,medium,30.22,0.01511,16.8,0.0084,0.49,0.00875,0.14,0.001728395,3.89,0.012966667,0.69,0.0276,3.2,0.064,0,0,4.55,0.00455,1.05,0.000525,0,0,0.03,0.033333333,0,0,0,0,0.14,0.007777778,3.5,0.00875,0.03,0.015,0,0,8.05,0.0115,90.65,0.0259,0.03,0.000545455,0.35,0.000233333,0.07,0.006363636,0.01,0.008333333,0.01,0.007692308,0.21,0.013125,0.02,0.011764706,0,0,0,0,0.98,0.002305882,3.15,0.007875,0.08,0.016,3.5,0.046666667,33.7,0.037444444,0,0,0.31,0.020666667,0.01,0.000454545,0.03,0.001764706,0.03,0.001764706,0,0,0,0,0,0,0.03,0.004166667,0.02,0.02,0.11,0,0.05,0.01,0.01,0.01,0.03,0.03,0,0.02,0.04,0.03,0.02,0.01,0.01,0.02
221,Apricot_p5_medium,0.5,medium,17.5,grams,fresh,medium,15.11,0.007555,8.4,0.0042,0.245,0.004375,0.07,0.000864198,1.945,0.006483333,0.345,0.0138,1.6,0.032,0,0,2.275,0.002275,0.525,0.0002625,0,0,0.015,0.016666667,0,0,0,0,0.07,0.003888889,1.75,0.004375,0.015,0.0075,0,0,4.025,0.00575,45.325,0.01295,0.015,0.000272727,0.175,0.000116667,0.035,0.003181818,0.005,0.004166667,0.005,0.003846154,0.105,0.0065625,0.01,0.005882353,0,0,0,0,0.49,0.001152941,1.575,0.0039375,0.04,0.008,1.75,0.023333333,16.85,0.018722222,0,0,0.155,0.010333333,0.005,0.000227273,0.015,0.000882353,0.015,0.000882353,0,0,0,0,0,0,0.015,0.002083333,0.01,0.01,0.055,0,0.025,0.005,0.005,0.005,0.015,0.015,0,0.01,0.02,0.015,0.01,0.005,0.005,0.01
222,Nectarine_1_medium,1,medium,130,grams,fresh,medium,87.5,0.04375,44,0.022,1.06,0.018928571,0.32,0.003950617,10.55,0.035166667,1.7,0.068,7.89,0.1578,0,0,6,0.006,0,0,0,0,0.09,0.1,0,0,0,0,0.28,0.015555556,9,0.0225,0,0,0,0,26,0.037142857,201,0.057428571,0,0,0,0,0.17,0.015454545,0.03,0.025,0.03,0.023076923,1.12,0.07,0.03,0.017647059,0,0,0,0,6.2,0.014588235,5,0.0125,0,0,5.4,0.072,17,0.018888889,0,0,0.77,0.051333333,0.03,0.001363636,0.09,0.005294118,0.11,0.006470588,0,0,0,0,0,0,0.11,0.015277778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Nectarine_p5_medium,0.5,medium,65,grams,fresh,medium,43.75,0.021875,22,0.011,0.53,0.009464286,0.16,0.001975309,5.275,0.017583333,0.85,0.034,3.945,0.0789,0,0,3,0.003,0,0,0,0,0.045,0.05,0,0,0,0,0.14,0.007777778,4.5,0.01125,0,0,0,0,13,0.018571429,100.5,0.028714286,0,0,0,0,0.085,0.007727273,0.015,0.0125,0.015,0.011538462,0.56,0.035,0.015,0.008823529,0,0,0,0,3.1,0.007294118,2.5,0.00625,0,0,2.7,0.036,8.5,0.009444444,0,0,0.385,0.025666667,0.015,0.000681818,0.045,0.002647059,0.055,0.003235294,0,0,0,0,0,0,0.055,0.007638889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Mandarin_1_medium,1,medium,88,grams,fresh,medium,85.17,0.042585,53,0.0265,0.81,0.014464286,0.31,0.00382716,13.34,0.044466667,1.8,0.072,10.58,0.2116,0,0,37,0.037,0,0,0,0,0.04,0.044444444,0,0,0,0,0.15,0.008333333,12,0.03,0,0,0,0,20,0.028571429,166,0.047428571,0.1,0.001818182,2,0.001333333,0.07,0.006363636,0.06,0.05,0.04,0.030769231,0.38,0.02375,0.08,0.047058824,0,0,0,0,10.2,0.024,16,0.04,0,0,26.7,0.356,34,0.037777778,0,0,0.2,0.013333333,0.04,0.001818182,0.06,0.003529412,0.07,0.004117647,0,0,0,0,0.02,0.008333333,0.05,0.006944444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Mandarin_p5_medium,0.5,medium,44,grams,fresh,medium,42.585,0.0212925,26.5,0.01325,0.405,0.007232143,0.155,0.00191358,6.67,0.022233333,0.9,0.036,5.29,0.1058,0,0,18.5,0.0185,0,0,0,0,0.02,0.022222222,0,0,0,0,0.075,0.004166667,6,0.015,0,0,0,0,10,0.014285714,83,0.023714286,0.05,0.000909091,1,0.000666667,0.035,0.003181818,0.03,0.025,0.02,0.015384615,0.19,0.011875,0.04,0.023529412,0,0,0,0,5.1,0.012,8,0.02,0,0,13.35,0.178,17,0.018888889,0,0,0.1,0.006666667,0.02,0.000909091,0.03,0.001764706,0.035,0.002058824,0,0,0,0,0.01,0.004166667,0.025,0.003472222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Navel_Orange_1_medium,1,medium,150,grams,fresh,medium,85.97,0.042985,49,0.0245,0.91,0.01625,0.15,0.001851852,12.54,0.0418,2.2,0.088,8.5,0.17,216.79,0.072263333,43,0.043,3,0.0015,0.3,0.008571429,0.04,0.044444444,0,0,2,0.013333333,0.13,0.007222222,11,0.0275,0.03,0.015,0,0,23,0.032857143,166,0.047428571,0,0,1,0.000666667,0.08,0.007272727,0.07,0.058333333,0.05,0.038461538,0.43,0.026875,0.08,0.047058824,0,0,1,0.033333333,8.4,0.019764706,34,0.085,0.26,0.052,59.1,0.788,12.35,0.013722222,0,0,0.15,0.01,0.02,0.000909091,0.03,0.001764706,0.03,0.001764706,0,0,0,0,0.01,0.004166667,0.02,0.002777778,0.03,0.11,0.13,0.01,0.23,0.02,0.01,0.02,0.03,0.04,0.01,0.02,0.17,0.03,0.02,0.01,0.01,0.02
227,Navel_Orange_p5_medium,0.5,medium,75,grams,fresh,medium,42.985,0.0214925,24.5,0.01225,0.455,0.008125,0.075,0.000925926,6.27,0.0209,1.1,0.044,4.25,0.085,108.395,0.036131667,21.5,0.0215,1.5,0.00075,0.15,0.004285714,0.02,0.022222222,0,0,1,0.006666667,0.065,0.003611111,5.5,0.01375,0.015,0.0075,0,0,11.5,0.016428571,83,0.023714286,0,0,0.5,0.000333333,0.04,0.003636364,0.035,0.029166667,0.025,0.019230769,0.215,0.0134375,0.04,0.023529412,0,0,0.5,0.016666667,4.2,0.009882353,17,0.0425,0.13,0.026,29.55,0.394,6.175,0.006861111,0,0,0.075,0.005,0.01,0.000454545,0.015,0.000882353,0.015,0.000882353,0,0,0,0,0.005,0.002083333,0.01,0.001388889,0.015,0.055,0.065,0.005,0.115,0.01,0.005,0.01,0.015,0.02,0.005,0.01,0.085,0.015,0.01,0.005,0.005,0.01
228,Passion_Fruit_1_medium,0.5,cup,100,grams,fresh,medium,72.93,0.036465,97,0.0485,2.2,0.039285714,0.7,0.008641975,23.38,0.077933333,10.4,0.416,11.2,0.224,0,0,12,0.012,0,0,0,0,0.09,0.1,0,0,0,0,1.6,0.088888889,29,0.0725,0,0,0,0,68,0.097142857,348,0.099428571,0.6,0.010909091,28,0.018666667,0.1,0.009090909,0,0,0.13,0.1,1.5,0.09375,0.1,0.058823529,0,0,0,0,7.6,0.017882353,14,0.035,0,0,30,0.4,64,0.071111111,0,0,0.02,0.001333333,0.06,0.002727273,0.09,0.005294118,0.41,0.024117647,0,0,0,0,0,0,0.41,0.056944444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Passion_Fruit_p5_medium,0.5,cup,50,grams,fresh,medium,36.465,0.0182325,48.5,0.02425,1.1,0.019642857,0.35,0.004320988,11.69,0.038966667,5.2,0.208,5.6,0.112,0,0,6,0.006,0,0,0,0,0.045,0.05,0,0,0,0,0.8,0.044444444,14.5,0.03625,0,0,0,0,34,0.048571429,174,0.049714286,0.3,0.005454545,14,0.009333333,0.05,0.004545455,0,0,0.065,0.05,0.75,0.046875,0.05,0.029411765,0,0,0,0,3.8,0.008941176,7,0.0175,0,0,15,0.2,32,0.035555556,0,0,0.01,0.000666667,0.03,0.001363636,0.045,0.002647059,0.205,0.012058824,0,0,0,0,0,0,0.205,0.028472222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Java_Plum_p5_cup,0.5,cup,85,grams,fresh,medium,83.13,0.041565,60,0.03,0.72,0.012857143,0.23,0.002839506,15.56,0.051866667,0,0,0,0,0,0,19,0.019,0,0,0,0,0,0,0,0,0,0,0.19,0.010555556,15,0.0375,0,0,0,0,17,0.024285714,79,0.022571429,0,0,14,0.009333333,0,0,0.01,0.008333333,0.01,0.007692308,0.26,0.01625,0.04,0.023529412,0,0,0,0,0,0,0,0,0,0,14.3,0.190666667,0.15,0.000166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Cherries_10_medium,10,medium,100,grams,fresh,medium,82.25,0.041125,63,0.0315,1.06,0.018928571,0.2,0.002469136,16.01,0.053366667,2.1,0.084,12.82,0.2564,698,0.232666667,13,0.013,0,0,0,0,0.06,0.066666667,0,0,0,0,0.36,0.02,11,0.0275,0.07,0.035,0,0,21,0.03,222,0.063428571,0,0,0,0,0.07,0.006363636,0.03,0.025,0.03,0.023076923,0.15,0.009375,0.05,0.029411765,0,0,0.4,0.013333333,6.1,0.014352941,4,0.01,0.2,0.04,7,0.093333333,3.2,0.003555556,0,0,0.07,0.004666667,0.04,0.001818182,0.05,0.002941176,0.05,0.002941176,0,0,0,0,0.03,0.0125,0.03,0.004166667,0.03,0.02,0.57,0.01,0.08,0.02,0.02,0.02,0.03,0.03,0.01,0.02,0.04,0.03,0,0.01,0.01,0.02
232,Cherries_5_medium,5,medium,50,grams,fresh,medium,41.125,0.0205625,31.5,0.01575,0.53,0.009464286,0.1,0.001234568,8.005,0.026683333,1.05,0.042,6.41,0.1282,349,0.116333333,6.5,0.0065,0,0,0,0,0.03,0.033333333,0,0,0,0,0.18,0.01,5.5,0.01375,0.035,0.0175,0,0,10.5,0.015,111,0.031714286,0,0,0,0,0.035,0.003181818,0.015,0.0125,0.015,0.011538462,0.075,0.0046875,0.025,0.014705882,0,0,0.2,0.006666667,3.05,0.007176471,2,0.005,0.1,0.02,3.5,0.046666667,1.6,0.001777778,0,0,0.035,0.002333333,0.02,0.000909091,0.025,0.001470588,0.025,0.001470588,0,0,0,0,0.015,0.00625,0.015,0.002083333,0.015,0.01,0.285,0.005,0.04,0.01,0.01,0.01,0.015,0.015,0.005,0.01,0.02,0.015,0,0.005,0.005,0.01
233,Pomegranate_p67_cup,0.67,cup,100,grams,fresh,medium,77.93,0.038965,83,0.0415,1.67,0.029821429,1.17,0.014444444,18.7,0.062333333,4,0.16,13.67,0.2734,0,0,10,0.01,0,0,0,0,0.16,0.177777778,0,0,0,0,0.3,0.016666667,12,0.03,0.12,0.06,0,0,36,0.051428571,236,0.067428571,0.5,0.009090909,3,0.002,0.35,0.031818182,0.07,0.058333333,0.05,0.038461538,0.29,0.018125,0.08,0.047058824,0,0,0,0,7.6,0.017882353,38,0.095,0.38,0.076,10.2,0.136,0,0,0,0,0.6,0.04,0.12,0.005454545,0.09,0.005294118,0.08,0.004705882,0,0,0,0,0,0,0.08,0.011111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Pomegranate_p33_cup,0.335,cup,50,grams,fresh,medium,38.965,0.0194825,41.5,0.02075,0.835,0.014910714,0.585,0.007222222,9.35,0.031166667,2,0.08,6.835,0.1367,0,0,5,0.005,0,0,0,0,0.08,0.088888889,0,0,0,0,0.15,0.008333333,6,0.015,0.06,0.03,0,0,18,0.025714286,118,0.033714286,0.25,0.004545455,1.5,0.001,0.175,0.015909091,0.035,0.029166667,0.025,0.019230769,0.145,0.0090625,0.04,0.023529412,0,0,0,0,3.8,0.008941176,19,0.0475,0.19,0.038,5.1,0.068,0,0,0,0,0.3,0.02,0.06,0.002727273,0.045,0.002647059,0.04,0.002352941,0,0,0,0,0,0,0.04,0.005555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Blackberries_p125_cup,0.125,cup,18,grams,fresh,medium,88.15,0.044075,43,0.0215,1.39,0.024821429,0.49,0.006049383,9.61,0.032033333,5,0.2,4.61,0.0922,0,0,29,0.029,0,0,0,0,0.17,0.188888889,0,0,0,0,0.62,0.034444444,20,0.05,0,0,0,0,22,0.031428571,162,0.046285714,0.4,0.007272727,1,0.000666667,0.53,0.048181818,0.02,0.016666667,0.03,0.023076923,0.65,0.040625,0.03,0.017647059,0,0,0,0,8.5,0.02,25,0.0625,0,0,21,0.28,11,0.012222222,0,0,1.17,0.078,0.01,0.000454545,0.05,0.002941176,0.28,0.016470588,0,0,0,0,0.09,0.0375,0.19,0.026388889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,Mango_1_medium,1,medium,100,grams,fresh,medium,83.46,0.04173,60,0.03,0.82,0.014642857,0.38,0.004691358,14.98,0.049933333,1.57,0.0628,13.41,0.2682,0,0,11,0.011,0,0,0,0,0.11,0.122222222,0,0,0,0,0.16,0.008888889,10,0.025,0,0,0,0,14,0.02,168,0.048,0.6,0.010909091,1,0.000666667,,0,0.03,0.025,0.04,0.030769231,0.67,0.041875,0.12,0.070588235,0,0,0,0,7.6,0.017882353,43,0.1075,0,0,36.4,0.485333333,54,0.06,0,0,0.9,0.06,0.09,0.004090909,0.14,0.008235294,0.07,0.004117647,0,0,0,0,0.05,0.020833333,0.02,0.002777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Mango_p25_medium,0.25,medium,50,grams,fresh,medium,41.73,0.020865,30,0.015,0.41,0.007321429,0.19,0.002345679,7.49,0.024966667,0.785,0.0314,6.705,0.1341,0,0,5.5,0.0055,0,0,0,0,0.055,0.061111111,0,0,0,0,0.08,0.004444444,5,0.0125,0,0,0,0,7,0.01,84,0.024,0.3,0.005454545,0.5,0.000333333,0,0,0.015,0.0125,0.02,0.015384615,0.335,0.0209375,0.06,0.035294118,0,0,0,0,3.8,0.008941176,21.5,0.05375,0,0,18.2,0.242666667,27,0.03,0,0,0.45,0.03,0.045,0.002045455,0.07,0.004117647,0.035,0.002058824,0,0,0,0,0.025,0.010416667,0.01,0.001388889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Garbanzo_beans_1_cup,1,cup,164,grams,cooked,low,98.74,0.04937,269,0.1345,14.53,0.259464286,4.25,0.052469136,45,0.15,12.5,0.5,7.87,0.1574,0,0,80.36,0.08036,0,0,0,0,0.58,0.644444444,0,0,0,0,4.74,0.263333333,78.7,0.19675,1.7,0.85,123,2.733333333,275,0.392857143,477,0.136285714,6,0.109090909,11.5,0.007666667,2.5,0.227272727,0.19,0.158333333,0.1,0.076923077,0.86,0.05375,0.23,0.135294118,0,0,0,0,70.2,0.165176471,282,0.705,0.47,0.094,2.13,0.0284,2.21,0.002455556,0,0,0.57,0.038,0.44,0.02,0.96,0.056470588,1.9,0.111764706,0,0,0,0,0.07,0.029166667,1.83,0.254166667,0.62,1.37,1.7,0.2,2.54,0.61,0.4,0.62,1.03,0.97,0.19,0.78,0.6,0.73,0.54,0.14,0.36,0.61
239,Garbanzo_beans_p5_cup,0.5,cup,82,grams,cooked,low,49.37,0.024685,134.5,0.06725,7.265,0.129732143,2.125,0.026234568,22.5,0.075,6.25,0.25,3.935,0.0787,0,0,40.18,0.04018,0,0,0,0,0.29,0.322222222,0,0,0,0,2.37,0.131666667,39.35,0.098375,0.85,0.425,61.5,1.366666667,137.5,0.196428571,238.5,0.068142857,3,0.054545455,5.75,0.003833333,1.25,0.113636364,0.095,0.079166667,0.05,0.038461538,0.43,0.026875,0.115,0.067647059,0,0,0,0,35.1,0.082588235,141,0.3525,0.235,0.047,1.065,0.0142,1.105,0.001227778,0,0,0.285,0.019,0.22,0.01,0.48,0.028235294,0.95,0.055882353,0,0,0,0,0.035,0.014583333,0.915,0.127083333,0.31,0.685,0.85,0.1,1.27,0.305,0.2,0.31,0.515,0.485,0.095,0.39,0.3,0.365,0.27,0.07,0.18,0.305
239,Garbanzo_beans_p25_cup,0.25,cup,41,grams,cooked,low,24.685,0.0123425,67.25,0.033625,3.6325,0.064866071,1.0625,0.013117284,11.25,0.0375,3.125,0.125,1.9675,0.03935,0,0,20.09,0.02009,0,0,0,0,0.145,0.161111111,0,0,0,0,1.185,0.065833333,19.675,0.0491875,0.425,0.2125,30.75,0.683333333,68.75,0.098214286,119.25,0.034071429,1.5,0.027272727,2.875,0.001916667,0.625,0.056818182,0.0475,0.039583333,0.025,0.019230769,0.215,0.0134375,0.0575,0.033823529,0,0,0,0,17.55,0.041294118,70.5,0.17625,0.1175,0.0235,0.5325,0.0071,0.5525,0.000613889,0,0,0.1425,0.0095,0.11,0.005,0.24,0.014117647,0.475,0.027941176,0,0,0,0,0.0175,0.007291667,0.4575,0.063541667,0.155,0.3425,0.425,0.05,0.635,0.1525,0.1,0.155,0.2575,0.2425,0.0475,0.195,0.15,0.1825,0.135,0.035,0.09,0.1525
240,Kidney_beans_1_cup,1,cup,177,grams,cooked,low,118,0.059,225,0.1125,15.35,0.274107143,0.88,0.010864198,40.36,0.134533333,11.33,0.4532,0.57,0.0114,3.9,0.0013,62,0.062,0,0,0,0,0.38,0.422222222,0,0,0,0,3.93,0.218333333,74.34,0.18585,0.76,0.38,132.75,2.95,244.36,0.349085714,716.85,0.204814286,1.95,0.035454545,1.77,0.00118,1.77,0.160909091,0.28,0.233333333,0.1,0.076923077,1,0.0625,0.21,0.123529412,0,0,0,0,54,0.127058824,230,0.575,0.4,0.08,2.12,0.028266667,0,0,0,0,0.05,0.003333333,0.13,0.005909091,0.07,0.004117647,0.5,0.029411765,0,0,0,0,0.3,0.125,0.19,0.026388889,0.7,0.84,1.92,0.14,2.47,0.62,0.42,0.73,1.3,1.07,0.2,0.9,0.88,0.96,0.56,0.18,0.36,0.88
241,Kidney_beans_p5_cup,0.5,cup,88.5,grams,cooked,low,59,0.0295,112.5,0.05625,7.675,0.137053571,0.44,0.005432099,20.18,0.067266667,5.665,0.2266,0.285,0.0057,1.95,0.00065,31,0.031,0,0,0,0,0.19,0.211111111,0,0,0,0,1.965,0.109166667,37.17,0.092925,0.38,0.19,66.375,1.475,122.18,0.174542857,358.425,0.102407143,0.975,0.017727273,0.885,0.00059,0.885,0.080454545,0.14,0.116666667,0.05,0.038461538,0.5,0.03125,0.105,0.061764706,0,0,0,0,27,0.063529412,115,0.2875,0.2,0.04,1.06,0.014133333,0,0,0,0,0.025,0.001666667,0.065,0.002954545,0.035,0.002058824,0.25,0.014705882,0,0,0,0,0.15,0.0625,0.095,0.013194444,0.35,0.42,0.96,0.07,1.235,0.31,0.21,0.365,0.65,0.535,0.1,0.45,0.44,0.48,0.28,0.09,0.18,0.44
